repo,releases_count,open_issues_count,branches_count,pulls_count,readme_len,readme_avg_slen,readme_avg_wlen,readme_hcount,readme_snippets_count,readme_mcw,readme_example_count,readme_sample_count,readme_demonstration_count,readme_links,readme_links_count,readme_pmentions,readme_imentions,maven_projects_count,maven_plugins,maven_wars_count,maven_jars_count,maven_poms_count,junit_tests
stick-i/spel-validator,6,9,4,25.0,5355,78.0,6.172161172161172,13,14,"['spring', 'spel', 'validator', 'java', 'expression']",7,0,0,"['![Coverage Status -> https://coveralls.io/repos/github/stick-i/spel-validator/badge.svg?branch=main', '![Maven Central -> https://img.shields.io/maven-central/v/cn.sticki/spel-validator.svg', '![license -> https://img.shields.io/github/license/stick-i/spel-validator', '![Maven Central -> https://img.shields.io/maven-central/v/cn.sticki/spel-validator.svg', 'spel-validator-example -> https://github.com/stick-i/spel-validator-example', 'Apache-2.0 -> https://github.com/stick-i/spel-validator/blob/main/LICENSE']",6,0,0,1.0,"[com.github.hazendaz.maven:coveralls-maven-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.jacoco:jacoco-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,1.0,0.0,17.0
apache/bigtop-manager,0,0,5,94.0,2651,16.869565217391305,5.134020618556701,8,3,"['start', 'service', 'configure', 'test', 'jdk']",1,0,0,"['swagger-ui -> http://localhost:8080/swagger-ui/index.html', 'Prometheus LTS Version -> https://github.com/prometheus/prometheus/releases/download/v2.45.3/prometheus-2.45.3.linux-amd64.tar.gz']",2,0,0,18.0,"[com.diffplug.spotless:spotless-maven-plugin,com.github.eirslett:frontend-maven-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.codehaus.mojo:build-helper-maven-plugin,org.codehaus.mojo:flatten-maven-plugin,org.springframework.boot:spring-boot-maven-plugin,org.xolstice.maven.plugins:protobuf-maven-plugin]",0.0,15.0,3.0,97.0
jianyuan1991/ragdemo,0,1,1,0.0,12377,153.5,7.395765472312703,13,15,"['spring', 'ai', 'reference', 'http', 'pgvector']",0,0,0,"['Spring AI+Ollama本地环境搭建 -> https://www.bxmdm.com/archives/2024030801', 'Spring AI+Ollama本地环境搭建 -> https://www.bxmdm.com/archives/2024030801', 'Spring AI :: Spring AI Reference -> https://docs.spring.io/spring-ai/reference/index.html', 'pgvector/pgvector: Open-source vector similarity search for Postgres (github.com) -> https://github.com/pgvector/pgvector', 'PGvector :: Spring AI Reference -> https://docs.spring.io/spring-ai/reference/api/vectordbs/pgvector.html', 'Ollama Chat :: Spring AI Reference -> https://docs.spring.io/spring-ai/reference/api/clients/ollama-chat.html', 'Ollama Embeddings :: Spring AI Reference -> https://docs.spring.io/spring-ai/reference/api/embeddings/ollama-embeddings.html', 'qwen (ollama.com) -> https://ollama.com/library/qwen', 'mofanke/dmeta-embedding-zh (ollama.com) -> https://ollama.com/mofanke/dmeta-embedding-zh', 'User', '问题', '文本数据', 'Embedding Model', '文本向量', '向量数据库', '问题', 'Embedding Model', 'Embedding Model', '问题向量', '问题向量', '向量数据库', '向量数据库', '文本段落', '文本段落', '提示词', '提示词', '大模型', '大模型', '答案', '答案', 'User']",31,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,9.0
vladmihalcea/high-performance-jooq,0,0,1,0.0,6451,25.38888888888889,5.390590809628009,12,1,"['java', 'database', 'user', 'sql', 'need']",2,0,0,"['Hypersistence Optimizer -> https://vladmihalcea.com/hypersistence-optimizer/?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'High-Performance Java Persistence training -> https://vladmihalcea.com/trainings/?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'my website -> https://vladmihalcea.com/trainings/?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'consulting page -> https://vladmihalcea.com/consulting/?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'my High-Performance Java Persistence video courses -> https://vladmihalcea.com/courses/?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'High-Performance Java Persistence book -> https://vladmihalcea.com/books/high-performance-java-persistence?utm_source=GitHub&utm_medium=banner&utm_campaign=hpjp', 'Text Blocks -> https://openjdk.java.net/jeps/355']",7,0,0,7.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:build-helper-maven-plugin,org.codehaus.mojo:sql-maven-plugin,org.jooq.pro:jooq-codegen-maven,org.jooq:jooq-codegen-maven]",0.0,6.0,1.0,49.0
sivaprasadreddy/spring-realworld-conduit-api,0,1,4,0.0,3623,50.1,5.403193612774452,16,6,"['spring', 'docker', 'boot', 'conduit', 'api']",0,0,0,"['API Endpoints -> https://realworld-docs.netlify.app/docs/specs/backend-specs/endpoints', 'Conduit -> https://github.com/gothinkster/realworld', '![CI Build -> https://github.com/sivaprasadreddy/spring-realworld-conduit-api/actions/workflows/maven.yml/badge.svg', '![Quality Gate Status -> https://sonarcloud.io/api/project_badges/measure?project=sivaprasadreddy_spring-realworld-conduit-api&metric=alert_status', '![Coverage -> https://sonarcloud.io/api/project_badges/measure?project=sivaprasadreddy_spring-realworld-conduit-api&metric=coverage', 'Java 21 -> https://dev.java/', 'Spring Boot -> https://spring.io/projects/spring-boot', 'Spring Security -> https://spring.io/projects/spring-security', 'Spring Modulith -> https://spring.io/projects/spring-modulith', 'jOOQ -> https://www.jooq.org/', 'PostgreSQL -> https://www.postgresql.org/', 'FlywayDB -> https://flywaydb.org/', 'JUnit 5 -> https://junit.org/junit5/', 'Testcontainers -> https://testcontainers.com/', 'Docker Compose -> https://docs.docker.com/compose/', 'IntelliJ IDEA -> https://www.jetbrains.com/idea/', 'SDKMAN -> https://sdkman.io/', 'Taskfile -> https://taskfile.dev/']",18,0,0,1.0,"[com.diffplug.spotless:spotless-maven-plugin,org.codehaus.mojo:build-helper-maven-plugin,org.codehaus.mojo:properties-maven-plugin,org.graalvm.buildtools:native-maven-plugin,org.jacoco:jacoco-maven-plugin,org.sonarsource.scanner.maven:sonar-maven-plugin,org.springframework.boot:spring-boot-maven-plugin,org.testcontainers:testcontainers-jooq-codegen-maven-plugin]",0.0,1.0,0.0,4.0
HypixelDev/ModAPI,10,0,3,23.0,3142,23.88888888888889,5.395348837209302,7,8,"['mod', 'packet', 'api', 'hypixel', 'event']",7,0,0,"['Modrinth -> https://modrinth.com/mod/hypixel-mod-api', 'Fabric Latest -> https://github.com/HypixelDev/FabricModAPI', 'Forge 1.8.9 -> https://github.com/HypixelDev/ForgeModAPI', 'FAQ -> https://github.com/HypixelDev/ModAPI/wiki/FAQ']",4,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin]",0.0,1.0,0.0,0.0
cashfree/kafka-delayed-queue,1,0,1,0.0,5479,22.52,7.1172291296625225,15,5,"['kafka', 'message', 'delayed', 'topic', 'queue']",0,0,0,[],0,0,0,1.0,[com.diffplug.spotless:spotless-maven-plugin],0.0,1.0,0.0,0.0
coinbase-samples/advanced-sdk-java,1,0,1,2.0,3159,27.571428571428573,6.0310880829015545,6,4,"['advanced', 'java', 'credential', 'coinbase', 'trade']",8,3,1,"['Coinbase Advanced Trade -> https://advanced.coinbase.com/', 'REST APIs -> https://docs.cdp.coinbase.com/advanced-trade/reference', 'Maven Central Repository -> https://central.sonatype.com/search?q=g%3Acom.coinbase.advanced+a%3Acoinbase-advanced-sdk-java&smo=true']",3,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,0.0
EasonLyo/sigma,1,0,1,0.0,9202,28.1,4.634163701067616,25,11,"['sigma', 'native', 'proxy', 'thread', 'vertx']",2,0,0,"['Based on vertx -> https://vertx.io/', 'Vertx io_uring -> https://vertx.io/docs/vertx-io_uring-incubator/java/', 'GitHub Project -> https://github.com/netty/netty-incubator-transport-io_uring', 'Native transports -> https://netty.io/wiki/native-transports.html', 'GraalVM native image -> https://www.graalvm.org/latest/reference-manual/native-image/', 'GitHub actions runner image -> https://github.com/actions/runner-images?tab=readme-ov-file', 'GraalVM Native image prerequisites -> https://www.graalvm.org/latest/reference-manual/native-image/#prerequisites', 'JAVA virtual thread -> https://openjdk.org/jeps/444']",8,0,0,1.0,"[maven-compiler-plugin,maven-failsafe-plugin,maven-shade-plugin,maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.graalvm.buildtools:native-maven-plugin]",0.0,1.0,0.0,0.0
scordio/jimfs-junit-jupiter,2,0,4,0.0,6716,36.03846153846154,5.59871931696905,14,7,"['jimfs', 'junit', 'jupiter', 'file', 'system']",3,0,0,"['![Maven Central -> https://img.shields.io/maven-central/v/io.github.scordio/jimfs-junit-jupiter?label=Maven%20Central', '![javadoc -> https://javadoc.io/badge2/io.github.scordio/jimfs-junit-jupiter/javadoc.svg', '![CI -> https://github.com/scordio/jimfs-junit-jupiter/actions/workflows/main.yml/badge.svg?branch=main', '![Cross-Version -> https://github.com/scordio/jimfs-junit-jupiter/actions/workflows/cross-version.yml/badge.svg?branch=main', '`@TempDir` -> https://junit.org/junit5/docs/current/api/org.junit.jupiter.api/org/junit/jupiter/api/io/TempDir.html', 'version 5.10 -> https://junit.org/junit5/docs/5.10.0/release-notes/index.html#release-notes', '`TempDirFactory` SPI -> https://junit.org/junit5/docs/5.10.0/user-guide/#writing-tests-built-in-extensions-TempDirectory', 'google/jimfs#258 -> https://github.com/google/jimfs/issues/258', '`factory` -> https://junit.org/junit5/docs/current/api/org.junit.jupiter.api/org/junit/jupiter/api/io/TempDir.html#factory(', 'composed annotation -> https://junit.org/junit5/docs/current/user-guide/#writing-tests-meta-annotations', 'configuration parameters -> https://junit.org/junit5/docs/current/user-guide/#running-tests-config-params', 'JUnit Jupiter', 'Jimfs', 'Apache License', 'Apache License', 'Jimfs', 'JUnit Jupiter']",17,0,1,1.0,"[com.diffplug.spotless:spotless-maven-plugin,com.mycila:license-maven-plugin,org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:flatten-maven-plugin,org.jreleaser:jreleaser-maven-plugin]",0.0,1.0,0.0,0.0
stephanj/Llama3JavaChatCompletionService,0,0,1,0.0,8360,23.75,5.507894736842105,16,8,"['operation', 'using', 'vector', 'optimize', 'wrapper']",4,0,0,"['Llama3.java project -> https://github.com/mukel/llama3.java', 'DevoxxGenie -> https://plugins.jetbrains.com/plugin/24169-devoxxgenie', 'Demo2 -> https://github.com/user-attachments/assets/cbd8af2e-d3bd-4d9a-bdf5-0c2bc033915f', 'CallTree -> https://github.com/user-attachments/assets/75e739e2-44b9-4e2b-a077-63021cb9ea39', 'Llama3.java project -> https://github.com/mukel/llama3.java', 'X', 'X', ' ', ' ', ' ', ' ', ' ', ' ']",13,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,3.0
ngntu10/OptiMart,0,1,2,1.0,3497,52.85714285714285,5.294594594594595,80,12,"['commit', 'message', 'optimart', 'requirements', 'building']",3,0,0,"['Node 20 & Npm 10 -> https://nodejs.org/en/download', 'JDK 17 -> https://www.oracle.com/java/technologies/downloads/#java21', 'Maven 3 -> https://maven.apache.org', 'conventional commit format -> https://conventionalcommits.org', 'commitlint-config-conventional (based on the Angular convention) -> https://github.com/conventional-changelog/commitlint/tree/master/@commitlint/config-conventional#type-enum', 'simplified convention for naming branches', 'Open api swagger', 'Lombok', 'Hibernate type mappings']",9,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,0.0
alibaba/spring-ai-alibaba,3,13,3,56.0,4190,19.96551724137931,5.449050086355786,7,4,"['ai', 'spring', 'model', 'support', 'alibaba']",6,0,0,"['Spring AI Alibaba -> https://sca.aliyun.com/ai/', 'quick start -> https://sca.aliyun.com/ai/get-started/', 'documentation -> https://sca.aliyun.com/ai', 'Spring AI -> https://docs.spring.io/spring-ai/reference/index.html', 'Alibaba Cloud Dashscope Model Service Platform (阿里云百炼模型服务及应用开发平台) -> https://help.aliyun.com/zh/model-studio/getting-started/what-is-model-studio/']",5,0,0,13.0,"[com.mycila:license-maven-plugin,io.spring.javaformat:spring-javaformat-maven-plugin,maven-clean-plugin,maven-resources-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-site-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.codehaus.mojo:flatten-maven-plugin,org.jacoco:jacoco-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,11.0,2.0,47.0
Lunatix01/ragscan,0,2,2,2.0,2615,15.357142857142858,4.537209302325581,6,0,"['support', 'run', 'project', 'document', 'currently']",0,0,0,"['Spring AI -> https://docs.spring.io/spring-ai/reference/api/index.html', 'Java 21 -> https://www.oracle.com/java/technologies/javase/jdk21-archive-downloads.html', 'Docker -> https://www.docker.com/products/docker-desktop/', 'Google Gemini API key -> https://ai.google.dev/gemini-api/docs/api-key']",4,0,0,1.0,"[org.graalvm.buildtools:native-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
xsreality/abstractness-instability-calculator,0,0,2,9.0,5719,19.425,5.526383526383526,15,7,"['package', 'project', 'main', 'abstractness', 'metric']",2,0,0,"['application module packages -> https://docs.spring.io/spring-modulith/reference/fundamentals.html#modules.simple', 'screenshot -> https://github.com/user-attachments/assets/a496037d-62b2-42b5-809f-0eec2f63018a', 'dependency_visualization_recording -> https://github.com/user-attachments/assets/83ed8bae-5b0d-4b8c-a356-820e29c3ebad']",3,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,13.0
operaton/operaton,1,14,14,81.0,4347,19.147058823529413,5.23963133640553,15,0,"['operaton', 'process', 'application', 'engine', 'java']",0,0,0,"['build status -> https://github.com/operaton/operaton/actions/workflows/build.yml/badge.svg?branch=main', '![sonarqube -> https://img.shields.io/sonar/tests/operaton_operaton?server=https%3A%2F%2Fsonarcloud.io&logo=sonarcloud', '![Maven Central Version -> https://img.shields.io/maven-central/v/org.operaton.bpm/operaton-bom-root?color=blue&logo=apachemaven', '![operaton manual latest -> https://img.shields.io/badge/manual-latest-brown.svg', '![License -> https://img.shields.io/github/license/operaton/operaton?color=blue&logo=apache', '![Forum -> https://img.shields.io/badge/forum-operaton-green', 'Roadmap -> https://www.operaton.org/en/#roadmap', 'Forum -> https://forum.operaton.org', 'here -> https://camunda.com/download/modeler/', 'blog post -> https://camunda.com/blog/2016/10/migrate-from-activiti-to-camunda/']",10,0,0,178.0,"[com.github.eirslett:frontend-maven-plugin,com.googlecode.maven-download-plugin:download-maven-plugin,com.mycila:license-maven-plugin,io.quarkus:quarkus-extension-maven-plugin,maven-antrun-plugin,maven-assembly-plugin,maven-clean-plugin,maven-compiler-plugin,maven-dependency-plugin,maven-failsafe-plugin,maven-resources-plugin,maven-surefire-plugin,net.kennychua:maven-urlpoller-plugin,org.apache.felix:maven-bundle-plugin,org.apache.maven.plugins:maven-antrun-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-ear-plugin,org.apache.maven.plugins:maven-ejb-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-rar-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-site-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.apache.maven.plugins:maven-war-plugin,org.codehaus.cargo:cargo-maven3-plugin,org.codehaus.mojo:build-helper-maven-plugin,org.codehaus.mojo:clirr-maven-plugin,org.codehaus.mojo:exec-maven-plugin,org.codehaus.mojo:license-maven-plugin,org.codehaus.mojo:sql-maven-plugin,org.eclipse.jetty:jetty-maven-plugin,org.eclipse.m2e:lifecycle-mapping,org.eclipse.transformer:transformer-maven-plugin,org.jacoco:jacoco-maven-plugin,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-maven-plugin,org.liquibase:liquibase-maven-plugin,org.mortbay.jetty:jetty-maven-plugin,org.openapitools:openapi-generator-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",11.0,110.0,55.0,21934.0
cyllective/malfluence,0,0,1,0.0,2499,22.73333333333333,5.486803519061583,12,10,"['plugin', 'server', 'work', 'jira', 'list']",0,0,0,['our blog -> https://cyllective.com/blog/posts/atlassian-malicious-plugin/'],1,0,0,2.0,"[com.atlassian.maven.plugins:confluence-maven-plugin,com.atlassian.plugin:atlassian-spring-scanner-maven-plugin]",0.0,0.0,0.0,0.0
niqumu/Irminsul,0,0,1,0.0,907,19.0,5.458646616541353,1,0,"['project', 'game', 'protocol', 'may', 'people']",0,0,0,"['banner -> https://github.com/user-attachments/assets/126e13fa-d6c0-4fc5-bfee-735b18b444bb', 'Grasscutter -> https://github.com/Grasscutters/Grasscutter', 'Beach Simulator -> https://github.com/SlushinPS/beach-simulator']",3,0,0,5.0,[],0.0,4.0,1.0,0.0
sivaprasadreddy/spring-modular-monolith,0,1,4,1.0,3946,22.791666666666668,5.451553930530165,12,7,"['module', 'order', 'application', 'using', 'url']",1,0,0,"['Spring Modulith -> https://spring.io/projects/spring-modulith', 'IntelliJ IDEA -> https://www.jetbrains.com/idea/', 'SDKMAN -> https://sdkman.io/', 'Install kubectl -> https://kubernetes.io/docs/tasks/tools/', 'Install kind -> https://kind.sigs.k8s.io/docs/user/quick-start/']",5,0,0,1.0,"[com.diffplug.spotless:spotless-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
chainbase-labs/manuscript-core,5,3,2,36.0,12979,26.861538461538466,5.285223367697594,22,5,"['data', 'manuscript', 'chainbase', 'network', 'user']",2,0,0,"['![GitHub Version -> https://img.shields.io/github/tag-pre/chainbase-labs/manuscript-core?label=Version&color=D4B68C', 'PyPI License -> https://img.shields.io/pypi/l/quixstreams?label=Licence&color=D4B68C', '![Docs -> https://img.shields.io/badge/docs-chainbase.com-0345b2?label=Docs&color=D4B68C', '![Tests on Linux, MacOS and Windows -> https://github.com/chainbase-labs/manuscript-core/actions/workflows/test.yml/badge.svg', '![Go Report Card -> https://goreportcard.com/badge/github.com/chainbase-labs/manuscript-core', '![X -> https://img.shields.io/twitter/url?&color=D4B68C&label=&style=social&url=https%3A%2F%2Fx.com%2FchainbaseHQ', '![Discord -> https://img.shields.io/badge/Chainbase-0345b2?logo=Discord', '![Telegram -> https://img.shields.io/badge/Chainbase-0345b2?logo=Telegram', 'Docker Desktop 25.1+ -> https://www.docker.com/products/docker-desktop/', 'GitHub issues -> https://github.com/chainbase-labs/manuscript-core/issues', 'Manuscript Community On Telegram -> https://t.me/ChainbaseNetwork', 'X -> https://x.com/chainbaseHQ', 'here -> https://github.com/chainbase-labs/manuscript-core/blob/main/LICENSE', 'command', 'flags', 'demo', 'x', 'x', 'x', ' ', ' ', ' ', ' ', ' ', ' ']",25,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-shade-plugin,org.eclipse.m2e:lifecycle-mapping]",0.0,1.0,0.0,0.0
Anyel-ec/SecurityMonitoring,1,2,4,0.0,5417,13.319148936170214,6.354632587859425,14,4,"['grafana', 'database', 'postgresql', 'prometheus', 'monitoring']",1,0,0,"['GitHub Profile -> https://github.com/LuisChica18', 'GitHub Profile -> https://github.com/Anyel-ec']",2,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,0.0
ngud-119/Social-Network,0,0,1,0.0,2398,19.27777777777778,5.0,8,8,"['start', 'app', 'user', 'friend', 'server']",0,0,0,"['Spring Boot -> http://spring.io/projects/spring-boot', 'MySQL -> https://www.mysql.com/', 'React -> https://reactjs.org/', 'Heroku -> https://social-network-kl.herokuapp.com/', 'Cloudinary -> https://cloudinary.com/', 'http://localhost:3000 -> http://localhost:3000']",6,0,0,1.0,"[maven-resources-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,1.0
tomaytotomato/location4j,6,4,3,15.0,8290,36.69565217391305,6.26303317535545,8,5,"['country', 'find', 'state', 'city', 'location']",5,0,0,"['GitHub branch check runs -> https://img.shields.io/github/check-runs/tomaytotomato/location4j/master', '![Bugs -> https://sonarcloud.io/api/project_badges/measure?project=tomaytotomato_location4j&metric=bugs', '![Quality Gate Status -> https://sonarcloud.io/api/project_badges/measure?project=tomaytotomato_location4j&metric=alert_status', '![javadoc -> https://javadoc.io/badge2/com.tomaytotomato/location4j/1.0.3/javadoc.svg', 'GitHub commit activity -> https://img.shields.io/github/commit-activity/m/tomaytotomato/location4j', 'GitHub License -> https://img.shields.io/github/license/tomaytotomato/location4j', 'dr5shn/countries-states-cities-database -> https://github.com/dr5hn/countries-states-cities-database', '![License: ODbL -> https://img.shields.io/badge/License-ODbL-brightgreen.svg', 'MIT License -> https://choosealicense.com/licenses/mit/']",9,0,0,3.0,"[com.diffplug.spotless:spotless-maven-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.jacoco:jacoco-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,2.0,1.0,72.0
mkpaz/devtoolsfx,0,1,1,0.0,1232,24.857142857142858,5.304597701149425,2,3,"['tool', 'devtoolsfx', 'javafx', 'dependency', 'app']",1,0,0,['here -> https://github.com/mkpaz/devtoolsfx/tree/master/.screenshots'],1,0,0,4.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.openjfx:javafx-maven-plugin]",0.0,3.0,1.0,0.0
LnYo-Cly/ai4j,14,1,5,21.0,13182,138.22222222222223,7.258842443729904,34,18,"['kimi', 'call', 'pinecone', 'pr', 'chatglm']",0,0,0,"['Maven Central -> https://img.shields.io/maven-central/v/io.github.lnyo-cly/ai4j?color=blue', '快速接入SpringBoot、接入流式与非流式以及函数调用 -> http://t.csdnimg.cn/iuIAW', 'Java快速接入qwen2.5、llama3.1等Ollama平台开源大模型 -> https://blog.csdn.net/qq_35650513/article/details/142408092?spm=1001.2014.3001.5501', 'Java搭建法律AI助手，快速实现RAG应用 -> https://blog.csdn.net/qq_35650513/article/details/142568177?fromshare=blogdetail&sharetype=blogdetail&sharerId=142568177&sharerefer=PC&sharesource=qq_35650513&sharefrom=from_link', '[低价中转平台] 低价ApiKey—限时特惠 支持最新o1模型 -> https://api.trovebox.online/']",5,0,0,3.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:versions-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,2.0,1.0,55.0
dbeaver/dbeaver-jdbc-libsql,0,0,2,1.0,1547,33.0,5.073593073593074,3,1,"['libsql', 'jdbc', 'driver', 'library', 'database']",0,0,0,"['![CI -> https://github.com/dbeaver/dbeaver-jdbc-libsql/actions/workflows/push-pr-devel.yml/badge.svg', '![javadoc -> https://javadoc.io/badge2/com.dbeaver.jdbc/com.dbeaver.jdbc.driver.libsql/javadoc.svg', '![Apache 2.0 -> https://img.shields.io/github/license/cronn-de/jira-sync.svg', 'JDBC -> https://en.wikipedia.org/wiki/JDBC_driver', 'LibSQL -> https://github.com/tursodatabase/libsql', 'HTTP API -> https://github.com/tursodatabase/libsql/blob/main/docs/http_api.md', 'DBeaver -> https://github.com/dbeaver/dbeaver', 'CloudBeaver -> https://github.com/dbeaver/cloudbeaver', 'Apache License, Version 2.0 -> http://www.apache.org/licenses/LICENSE-2.0']",9,0,0,3.0,"[org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-surefire-plugin]",0.0,0.0,2.0,0.0
joshlong-attic/2024-bootiful-spring-workshop,0,0,1,0.0,2168,65.25,6.14176245210728,16,0,"['spring', 'configuration', 'graalvm', 'data', 'event']",1,0,0,[],0,0,0,19.0,"[io.spring.javaformat:spring-javaformat-maven-plugin,org.graalvm.buildtools:native-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,19.0,0.0,0.0
hoangsonww/Employee-Management-Fullstack-App,0,0,5,4.0,25026,24.13235294117647,5.400670322973797,47,29,"['application', 'employee', 'backend', 'api', 'department']",3,0,0,"['https://employee-management-fullstack-app.vercel.app -> https://employee-management-fullstack-app.vercel.app', 'https://employee-management-app.onrender.com -> https://employee-management-app-gdm5.onrender.com/', 'https://employee-management-fullstack-app.vercel.app -> https://employee-management-fullstack-app.vercel.app', 'https://jdk.java.net/archive/ -> https://jdk.java.net/archive/', 'Maven -> https://maven.apache.org/', 'Java JDK -> https://www.oracle.com/java/technologies/javase-jdk11-downloads.html', 'https://maven.apache.org/download.cgi -> https://maven.apache.org/download.cgi', 'http://localhost:8080 -> http://localhost:8080', 'http://localhost:8080/swagger-ui.html -> http://localhost:8080/swagger-ui.html', 'http://localhost:8080/v3/api-docs -> http://localhost:8080/v3/api-docs', 'Node.js -> https://nodejs.org/', 'npm -> https://www.npmjs.com/', 'http://localhost:3000 -> http://localhost:3000', 'here -> https://hub.docker.com/repository/docker/hoangsonw/employee-management-app/', 'Son Nguyen -> https://github.com/hoangsonww']",15,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
marcushellberg/spring-ai-examples,0,0,1,0.0,822,38.0,5.535087719298246,5,1,"['example', 'api', 'key', 'use', 'model']",3,0,0,[],0,0,0,1.0,"[com.vaadin:vaadin-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
